raw_query,cleaned_query,topic,topic_label,topic_label_final
what do i have to do to set up a different shipping address?,what do i have to do to set up a different shipping address?,0,Change Delivery Address,Change Delivery Address
what do i have to do to set up a new shipping address?,what do i have to do to set up a new shipping address?,0,Change Delivery Address,Change Delivery Address
what do i have to do to sign up to the company newsletter?,what do i have to do to sign up to the company newsletter?,18,Newsletter Management,Newsletter Management
what do i have to do to speak to a fucking human agent?,what do i have to do to speak to a  human agent?,12,Contact Live Agent,Contact Live Agent
what do i have to do to submit some feedback for a service?,what do i have to do to submit some feedback for a service?,20,Customer - Claim/Complaint,Leaving a Review
what do i have to do to switch to a different profile,what do i have to do to switch to a different profile,26,Changing User Profiles,Changing User Profiles
what do i have to do to switch to another account?,what do i have to do to switch to another account?,14,Switching Accounts,Switching Accounts
what do i have to do to switch user?,what do i have to do to switch user?,14,Switching Accounts,Switching Accounts
what do i have to do to talk to a human agent?,what do i have to do to talk to a human agent?,12,Contact Live Agent,Contact Live Agent
what do i have to do to talk to an agent?,what do i have to do to talk to an agent?,12,Contact Live Agent,Contact Live Agent
what do i have to do to talk to someone,what do i have to do to talk to someone,12,Contact Live Agent,Contact Live Agent
what do i have to do to track an order?,what do i have to do to track an order?,2,Order Tracking,Order Tracking
what do i have to do to track my last order?,what do i have to do to track my last order?,2,Order Tracking,Order Tracking
what do i have to do to track my order?,what do i have to do to track my order?,2,Order Tracking,Order Tracking
what do i have to do to track the last order?,what do i have to do to track the last order?,2,Order Tracking,Order Tracking
what do i have to do to track the refund?,what do i have to do to track the refund?,15,Refunds Related Help,Refunds Related Help
what do i have to do to use a new account?,what do i have to do to use a new account?,10,Account Creation Assistance,Account Creation Assistance
what do i have to do to use another account?,what do i have to do to use another account?,14,Switching Accounts,Switching Accounts
what do i need to do to buy a few of your item?,what do i need to do to buy a few of your item?,21,Buying Assistance,Buying Assistance
what do i need to do to buy several items?,what do i need to do to buy several items?,21,Buying Assistance,Buying Assistance
what do i need to do to buy some of your item?,what do i need to do to buy some of your item?,21,Buying Assistance,Buying Assistance
what do i need to do to buy something?,what do i need to do to buy something?,21,Buying Assistance,Buying Assistance
what do i need to do to change my personal information,what do i need to do to change my personal information,25,Edit Account Information,Edit Account Information
what do i need to do to change my shipping address?,what do i need to do to change my shipping address?,0,Change Delivery Address,Change Delivery Address
what do i need to do to change the shipping address?,what do i need to do to change the shipping address?,0,Change Delivery Address,Change Delivery Address
what do i need to do to chat with a live agent,what do i need to do to chat with a live agent,12,Contact Live Agent,Contact Live Agent
what do i need to do to check my order eta?,what do i need to do to check my order eta?,2,Order Tracking,Order Tracking
what do i need to do to check the cancellation fee?,what do i need to do to check the cancellation fee?,13,Cancellation Fees,Cancellation Fees
what do i need to do to check the cancellation fees?,what do i need to do to check the cancellation fees?,13,Cancellation Fees,Cancellation Fees
what do i need to do to check the early termination charges?,what do i need to do to check the early termination charges?,13,Cancellation Fees,Cancellation Fees
what do i need to do to check the goddamn payment methods,what do i need to do to check the  payment methods,7,Accepted Payment Methods,Accepted Payment Methods
what do i need to do to check the invoice from last month?,what do i need to do to check the invoice from last month?,11,Invoice Retrieval,Invoice Retrieval
what do i need to do to check the refund status?,what do i need to do to check the refund status?,15,Refunds Related Help,Refunds Related Help
what do i need to do to check the status of my order?,what do i need to do to check the status of my order?,2,Order Tracking,Order Tracking
what do i need to do to check the status of the refund?,what do i need to do to check the status of the refund?,15,Refunds Related Help,Refunds Related Help
what do i need to do to check the termination penalties,what do i need to do to check the termination penalties,13,Cancellation Fees,Cancellation Fees
what do i need to do to check your allowed payment methods?,what do i need to do to check your allowed payment methods?,7,Accepted Payment Methods,Accepted Payment Methods
what do i need to do to check your money back policy?,what do i need to do to check your money back policy?,1,Refunds Related Help,Refunds Related Help
what do i need to do to check your refund policy?,what do i need to do to check your refund policy?,15,Refunds Related Help,Refunds Related Help
what do i need to do to close my user account?,what do i need to do to close my user account?,5,Account Termination Requests,Account Termination Requests
what do i need to do to contact an agent?,what do i need to do to contact an agent?,12,Contact Live Agent,Contact Live Agent
what do i need to do to contact customer service?,what do i need to do to contact customer service?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
what do i need to do to contact someone,what do i need to do to contact someone,12,Contact Live Agent,Contact Live Agent
what do i need to do to correct some of my personal details,what do i need to do to correct some of my personal details,25,Edit Account Information,Edit Account Information
what do i need to do to correct the address?,what do i need to do to correct the address?,0,Change Delivery Address,Change Delivery Address
what do i need to do to create an account,what do i need to do to create an account,10,Account Creation Assistance,Account Creation Assistance
what do i need to do to create an account?,what do i need to do to create an account?,10,Account Creation Assistance,Account Creation Assistance
what do i need to do to create another online account?,what do i need to do to create another online account?,10,Account Creation Assistance,Account Creation Assistance
what do i need to do to delete a user account?,what do i need to do to delete a user account?,5,Account Termination Requests,Account Termination Requests
what do i need to do to delete an account?,what do i need to do to delete an account?,5,Account Termination Requests,Account Termination Requests
what do i need to do to delete my account?,what do i need to do to delete my account?,5,Account Termination Requests,Account Termination Requests
what do i need to do to delete the account?,what do i need to do to delete the account?,5,Account Termination Requests,Account Termination Requests
what do i need to do to edit my account?,what do i need to do to edit my account?,25,Edit Account Information,Edit Account Information
what do i need to do to edit my personal information?,what do i need to do to edit my personal information?,25,Edit Account Information,Edit Account Information
what do i need to do to edit the address,what do i need to do to edit the address,0,Change Delivery Address,Change Delivery Address
what do i need to do to file a complaint?,what do i need to do to file a complaint?,20,Customer - Claim/Complaint,Customer - Claim/Complaint
what do i need to do to find the invoices from february?,what do i need to do to find the invoices from february?,11,Invoice Retrieval,Invoice Retrieval
what do i need to do to find the invoices from last month?,what do i need to do to find the invoices from last month?,11,Invoice Retrieval,Invoice Retrieval
what do i need to do to find the invoices?,what do i need to do to find the invoices?,24,Invoice Retrieval,Invoice Retrieval
what do i need to do to get a refund?,what do i need to do to get a refund?,1,Refunds Related Help,Refunds Related Help
what do i need to do to get my money back?,what do i need to do to get my money back?,1,Refunds Related Help,Refunds Related Help
what do i need to do to get refunds of money?,what do i need to do to get refunds of money?,1,Refunds Related Help,Refunds Related Help
what do i need to do to get refunds?,what do i need to do to get refunds?,1,Refunds Related Help,Refunds Related Help
what do i need to do to get the invoice from july?,what do i need to do to get the invoice from july?,11,Invoice Retrieval,Invoice Retrieval
what do i need to do to get the invoice?,what do i need to do to get the invoice?,24,Invoice Retrieval,Invoice Retrieval
what do i need to do to leave a review for a service?,what do i need to do to leave a review for a service?,23,Leaving a Review,Leaving a Review
what do i need to do to leave a review for your company?,what do i need to do to leave a review for your company?,23,Leaving a Review,Leaving a Review
what do i need to do to leave a review for your services?,what do i need to do to leave a review for your services?,23,Leaving a Review,Leaving a Review
what do i need to do to leave a review?,what do i need to do to leave a review?,23,Leaving a Review,Leaving a Review
what do i need to do to lodge a customer reclamation,what do i need to do to lodge a customer reclamation,20,Customer - Claim/Complaint,Customer - Claim/Complaint
what do i need to do to lodhe a reclamation?,what do i need to do to lodge a reclamation?,20,Customer - Claim/Complaint,Customer - Claim/Complaint
what do i need to do to make a complaint,what do i need to do to make a complaint,20,Customer - Claim/Complaint,Customer - Claim/Complaint
what do i need to do to make an order?,what do i need to do to make an order?,9,Order Modifications,Order Modifications
what do i need to do to notify of a sign-up problem,what do i need to do to notify of a sign-up problem,19,Registration Help & Issues,Registration Help & Issues
what do i need to do to open a new account?,what do i need to do to open a new account?,10,Account Creation Assistance,Account Creation Assistance
what do i need to do to open an account?,what do i need to do to open an account?,10,Account Creation Assistance,Account Creation Assistance
what do i need to do to recover the pin of my accounmt?,what do i need to do to recover the pin of my accounmt?,16,Password Recovery,Password Recovery
what do i need to do to register?,what do i need to do to register?,19,Registration Help & Issues,Registration Help & Issues
what do i need to do to report a registration issue?,what do i need to do to report a registration issue?,19,Registration Help & Issues,Registration Help & Issues
what do i need to do to report a signup issue,what do i need to do to report a signup issue,19,Registration Help & Issues,Registration Help & Issues
what do i need to do to report an issue with payment?,what do i need to do to report an issue with payment?,17,Payment Issues Assistance,Payment Issues Assistance
what do i need to do to report issues with payment?,what do i need to do to report issues with payment?,17,Payment Issues Assistance,Payment Issues Assistance
what do i need to do to report issues with payments?,what do i need to do to report issues with payments?,17,Payment Issues Assistance,Payment Issues Assistance
what do i need to do to report payment issues?,what do i need to do to report payment issues?,17,Payment Issues Assistance,Payment Issues Assistance
what do i need to do to restore my user account access key?,what do i need to do to restore my user account access key?,16,Password Recovery,Password Recovery
what do i need to do to set up a different shipping address?,what do i need to do to set up a different shipping address?,0,Change Delivery Address,Change Delivery Address
what do i need to do to set up another shipping address?,what do i need to do to set up another shipping address?,0,Change Delivery Address,Change Delivery Address
what do i need to do to speak with an operator?,what do i need to do to speak with an operator?,12,Contact Live Agent,Contact Live Agent
what do i need to do to speak with someone?,what do i need to do to speak with someone?,12,Contact Live Agent,Contact Live Agent
what do i need to do to switch to another account?,what do i need to do to switch to another account?,14,Switching Accounts,Switching Accounts
what do i need to do to talk with somebody?,what do i need to do to talk with somebody?,12,Contact Live Agent,Contact Live Agent
what do i need to do to track an order?,what do i need to do to track an order?,2,Order Tracking,Order Tracking
what do i need to do to track my last order?,what do i need to do to track my last order?,2,Order Tracking,Order Tracking
what do i need to do to track the refund?,what do i need to do to track the refund?,15,Refunds Related Help,Refunds Related Help
what do i need to do to use a different account,what do i need to do to use a different account,14,Switching Accounts,Switching Accounts
what do i need to do to use a new account?,what do i need to do to use a new account?,10,Account Creation Assistance,Account Creation Assistance
what do i need to do to use another account?,what do i need to do to use another account?,14,Switching Accounts,Switching Accounts
what do i need to do to use another user profle?,what do i need to do to use another user profle?,14,Switching Accounts,Switching Accounts
what do i need to do to use my new profile,what do i need to do to use my new profile,26,Changing User Profiles,Changing User Profiles
what hours can i contact customer service?,what hours can i contact customer service?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
what hours is customer service available?,what hours is customer service available?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
what is the cancellation fee?,what is the cancellation fee?,13,Cancellation Fees,Cancellation Fees
what is the charge for breaking the contract?,what is the charge for breaking the contract?,13,Cancellation Fees,Cancellation Fees
what is the customer service mail?,what is the customer service mail?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
what is the customer service number?,what is the customer service number?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
what is the customer service working hours?,what is the customer service working hours?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
what is the status of my order?,what is the status of my order?,2,Order Tracking,Order Tracking
what is the status of my refund?,what is the status of my refund?,15,Refunds Related Help,Refunds Related Help
what is your customer service mail?,what is your customer service mail?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
what is your customer service number?,what is your customer service number?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
what is your customer service working hours?,what is your customer service working hours?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
what is your money back policy?,what is your money back policy?,1,Refunds Related Help,Refunds Related Help
what is your refund policy?,what is your refund policy?,1,Refunds Related Help,Refunds Related Help
what options for delivery are available?,what options for delivery are available?,4,Checking Delivery Options,Checking Delivery Options
what payment methods are available?,what payment methods are available?,7,Accepted Payment Methods,Accepted Payment Methods
what payment methods do you accept?,what payment methods do you accept?,7,Accepted Payment Methods,Accepted Payment Methods
what time can i contact customer service?,what time can i contact customer service?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
what time is customer assistance available?,what time is customer assistance available?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
whee can i see your payment options?,whee can i see your payment options?,7,Accepted Payment Methods,Accepted Payment Methods
when am i getting a refund of money?,when am i getting a refund of money?,1,Refunds Related Help,Refunds Related Help
when am i getting a refund?,when am i getting a refund?,15,Refunds Related Help,Refunds Related Help
when am i getting my money back?,when am i getting my money back?,1,Refunds Related Help,Refunds Related Help
when am i going to get a refund of money?,when am i going to get a refund of money?,1,Refunds Related Help,Refunds Related Help
when am i going to get a refund?,when am i going to get a refund?,15,Refunds Related Help,Refunds Related Help
when am i going to get my money back?,when am i going to get my money back?,1,Refunds Related Help,Refunds Related Help
when can i expect a refund,when can i expect a refund,15,Refunds Related Help,Refunds Related Help
when can i expect a refund of money,when can i expect a refund of money,1,Refunds Related Help,Refunds Related Help
when can i expect my money back,when can i expect my money back,1,Refunds Related Help,Refunds Related Help
when is my item going to arrive?,when is my item going to arrive?,22,Delivery Time Inquiry,Delivery Time Inquiry
when will i get a refund of money?,when will i get a refund of money?,1,Refunds Related Help,Refunds Related Help
when will i receive my order?,when will i receive my order?,22,Delivery Time Inquiry,Delivery Time Inquiry
where can i buy a few of your item?,where can i buy a few of your item?,21,Buying Assistance,Buying Assistance
where can i buy several of your item?,where can i buy several of your item?,21,Buying Assistance,Buying Assistance
where can i buy some items?,where can i buy some items?,21,Buying Assistance,Buying Assistance
where can i cancel my order?,where can i cancel my order?,6,Order Cancellation,Order Cancellation
where can i cancel the company newsletter subscription?,where can i cancel the company newsletter subscription?,18,Newsletter Management,Newsletter Management
where can i cancel the order i have made?,where can i cancel the order i have made?,6,Order Cancellation,Order Cancellation
where can i change my shipping address?,where can i change my shipping address?,0,Change Delivery Address,Change Delivery Address
where can i change to my new profile,where can i change to my new profile,26,Changing User Profiles,Changing User Profiles
where can i chck the withdrawal fee,where can i check the withdrawal fee,13,Cancellation Fees,Cancellation Fees
where can i check how long the delivery takes?,where can i check how long the delivery takes?,22,Delivery Time Inquiry,Delivery Time Inquiry
where can i check how soon can i expect the delivery?,where can i check how soon can i expect the delivery?,22,Delivery Time Inquiry,Delivery Time Inquiry
where can i check if there is any updates on my refund?,where can i check if there is any updates on my refund?,15,Refunds Related Help,Refunds Related Help
where can i check if there is anything wrong with my refund?,where can i check if there is anything wrong with my refund?,15,Refunds Related Help,Refunds Related Help
where can i check the cancellation fees?,where can i check the cancellation fees?,13,Cancellation Fees,Cancellation Fees
where can i check the invoice from october?,where can i check the invoice from october?,11,Invoice Retrieval,Invoice Retrieval
where can i check the invoices from april?,where can i check the invoices from april?,11,Invoice Retrieval,Invoice Retrieval
where can i check the refund status?,where can i check the refund status?,15,Refunds Related Help,Refunds Related Help
where can i check the status of my order?,where can i check the status of my order?,2,Order Tracking,Order Tracking
where can i check the status of my refund?,where can i check the status of my refund?,15,Refunds Related Help,Refunds Related Help
where can i check the status of the refund?,where can i check the status of the refund?,15,Refunds Related Help,Refunds Related Help
where can i check the termination fee,where can i check the termination fee,13,Cancellation Fees,Cancellation Fees
where can i check the withdrawal charge?,where can i check the withdrawal charge?,13,Cancellation Fees,Cancellation Fees
where can i check what delivery options i can choose?,where can i check what delivery options i can choose?,4,Checking Delivery Options,Checking Delivery Options
where can i check what delivery options i have?,where can i check what delivery options i have?,4,Checking Delivery Options,Checking Delivery Options
where can i check what hours i can contact customer service?,where can i check what hours i can contact customer service?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
where can i check what hours i can contact customer support?,where can i check what hours i can contact customer support?,8,Customer Service Contact & Hours,Customer Service Contact & Hours
where can i check what options for delivery i can choose?,where can i check what options for delivery i can choose?,4,Checking Delivery Options,Checking Delivery Options
where can i check what options for delivery you offer?,where can i check what options for delivery you offer?,4,Checking Delivery Options,Checking Delivery Options
where can i check what payment methods are available?,where can i check what payment methods are available?,7,Accepted Payment Methods,Accepted Payment Methods
where can i check what payment options are accepted?,where can i check what payment options are accepted?,7,Accepted Payment Methods,Accepted Payment Methods
where can i check when my delivery is going to arrive?,where can i check when my delivery is going to arrive?,22,Delivery Time Inquiry,Delivery Time Inquiry
where can i check when my item is going to arrive?,where can i check when my item is going to arrive?,22,Delivery Time Inquiry,Delivery Time Inquiry
where can i check when will my item arrive?,where can i check when will my item arrive?,22,Delivery Time Inquiry,Delivery Time Inquiry
where can i check your allowed payment methods?,where can i check your allowed payment methods?,7,Accepted Payment Methods,Accepted Payment Methods
where can i file a complaint against your business?,where can i file a complaint against your business?,20,Customer - Claim/Complaint,Customer - Claim/Complaint
where can i file a complaint?,where can i file a complaint?,20,Customer - Claim/Complaint,Customer - Claim/Complaint
where can i file a consumer complaint against your business?,where can i file a consumer complaint against your business?,20,Customer - Claim/Complaint,Customer - Claim/Complaint
where can i find information about a Password Recovery?,where can i find information about a Password Recovery?,3,Password Recovery,Password Recovery
where can i find information about a user account deletion?,where can i find information about a user account deletion?,5,Account Termination Requests,Account Termination Requests
where can i find information about account deletions?,where can i find information about account deletions?,5,Account Termination Requests,Account Termination Requests
where can i find information about delivery period?,where can i find information about delivery period?,22,Delivery Time Inquiry,Delivery Time Inquiry
where can i find information about Password Recoverys?,where can i find information about Password Recoverys?,3,Password Recovery,Password Recovery
where can i find information about my account cancellation,where can i find information about my account cancellation,13,Cancellation Fees,Cancellation Fees
where can i find information about my account deletion,where can i find information about my account deletion,5,Account Termination Requests,Account Termination Requests
where can i find information about user account deletions?,where can i find information about user account deletions?,5,Account Termination Requests,Account Termination Requests
where can i find the invoice from last month?,where can i find the invoice from last month?,11,Invoice Retrieval,Invoice Retrieval
where can i find the invoices from 5 purchases ago?,where can i find the invoices from 5 purchases ago?,11,Invoice Retrieval,Invoice Retrieval
where can i get a refund of money?,where can i get a refund of money?,1,Refunds Related Help,Refunds Related Help
where can i get information about a Password Recovery?,where can i get information about a Password Recovery?,3,Password Recovery,Password Recovery
where can i get information about a shipping address change?,where can i get information about a shipping address change?,0,Change Delivery Address,Change Delivery Address
where can i get information about a user account deletion?,where can i get information about a user account deletion?,5,Account Termination Requests,Account Termination Requests
where can i get information about an account termination,where can i get information about an account termination,13,Cancellation Fees,Cancellation Fees
where can i get information about canceling an order?,where can i get information about cancelling an order?,6,Order Cancellation,Order Cancellation
where can i get information about canceling orders?,where can i get information about cancelling orders?,6,Order Cancellation,Order Cancellation
where can i get information about delivery period?,where can i get information about delivery period?,22,Delivery Time Inquiry,Delivery Time Inquiry
where can i get information about Password Recoverys?,where can i get information about Password Recoverys?,3,Password Recovery,Password Recovery
where can i get information about the delivery options?,where can i get information about the delivery options?,4,Checking Delivery Options,Checking Delivery Options
where can i get information about the delivery period?,where can i get information about the delivery period?,22,Delivery Time Inquiry,Delivery Time Inquiry
where can i get information about the key reset?,where can i get information about the key reset?,16,Password Recovery,Password Recovery
where can i get information about the pin code recovery?,where can i get information about the pin code recovery?,16,Password Recovery,Password Recovery
where can i get information about user account deletions?,where can i get information about user account deletions?,5,Account Termination Requests,Account Termination Requests
where can i get my invoice?,where can i get my invoice?,24,Invoice Retrieval,Invoice Retrieval
where can i get my money back?,where can i get my money back?,1,Refunds Related Help,Refunds Related Help
where can i get refunds of money?,where can i get refunds of money?,1,Refunds Related Help,Refunds Related Help
where can i get refunds?,where can i get refunds?,1,Refunds Related Help,Refunds Related Help
where can i get the invoice from may?,where can i get the invoice from may?,11,Invoice Retrieval,Invoice Retrieval
where can i get the invoices from 1 purchases ago?,where can i get the invoices from 1 purchases ago?,11,Invoice Retrieval,Invoice Retrieval
where can i get the invoices from last month?,where can i get the invoices from last month?,11,Invoice Retrieval,Invoice Retrieval
where can i get the invoices from my last purchase?,where can i get the invoices from my last purchase?,11,Invoice Retrieval,Invoice Retrieval
where can i inform of registration problems?,where can i inform of registration problems?,19,Registration Help & Issues,Registration Help & Issues
where can i leave a review for a service?,where can i leave a review for a service?,23,Leaving a Review,Leaving a Review
where can i leave a review for your company?,where can i leave a review for your company?,23,Leaving a Review,Leaving a Review
where can i leave a review?,where can i leave a review?,23,Leaving a Review,Leaving a Review
where can i list ur payment options,where can i list your payment options,7,Accepted Payment Methods,Accepted Payment Methods
where can i lodge an complaint against ur business,where can i lodge an complaint against your business,20,Customer - Claim/Complaint,Customer - Claim/Complaint
where can i make a consumer complaint against your company?,where can i make a consumer complaint against your company?,20,Customer - Claim/Complaint,Customer - Claim/Complaint
where can i make a consumer reclamaqtion?,where can i make a consumer reclamaqtion?,20,Customer - Claim/Complaint,Customer - Claim/Complaint
where can i notify of registration errors,where can i notify of registration errors,19,Registration Help & Issues,Registration Help & Issues
where can i recover my password?,where can i recover my password?,16,Password Recovery,Password Recovery
where can i report a registration issue?,where can i report a registration issue?,19,Registration Help & Issues,Registration Help & Issues
where can i report a sign-up issue,where can i report a sign-up issue,19,Registration Help & Issues,Registration Help & Issues
where can i report an issue with payment?,where can i report an issue with payment?,17,Payment Issues Assistance,Payment Issues Assistance
where can i report an issue with payments?,where can i report an issue with payments?,17,Payment Issues Assistance,Payment Issues Assistance
where can i report issues with payments?,where can i report issues with payments?,17,Payment Issues Assistance,Payment Issues Assistance
where can i report payment issues?,where can i report payment issues?,17,Payment Issues Assistance,Payment Issues Assistance
where can i report registration issues?,where can i report registration issues?,19,Registration Help & Issues,Registration Help & Issues
where can i retrieve my account password?,where can i retrieve my account password?,16,Password Recovery,Password Recovery
where can i retrieve the pass of my account?,where can i retrieve the pass of my account?,16,Password Recovery,Password Recovery
where can i see the termination fees?,where can i see the termination fees?,13,Cancellation Fees,Cancellation Fees
where can i see what payment methods you accept?,where can i see what payment methods you accept?,7,Accepted Payment Methods,Accepted Payment Methods
where can i set a different shipping address up?,where can i set a different shipping address up?,0,Change Delivery Address,Change Delivery Address
where can i set another shipping address up?,where can i set another shipping address up?,0,Change Delivery Address,Change Delivery Address
where can i set up a different shipping address?,where can i set up a different shipping address?,0,Change Delivery Address,Change Delivery Address
where can i set up a new shipping address?,where can i set up a new shipping address?,0,Change Delivery Address,Change Delivery Address
where can i submit some feedback for your services?,where can i submit some feedback for your services?,20,Customer - Claim/Complaint,Leaving a Review
where can i submit some feedback?,where can i submit some feedback?,20,Customer - Claim/Complaint,Leaving a Review
where can i subscribe to your company newsletter?,where can i subscribe to your company newsletter?,18,Newsletter Management,Newsletter Management
where can i switch to my new profile?,where can i switch to my new profile?,26,Changing User Profiles,Changing User Profiles
where can i take a quick look at the invoice from february?,where can i take a quick look at the invoice from february?,11,Invoice Retrieval,Invoice Retrieval
where can i take a quick look at the invoice?,where can i take a quick look at the invoice?,24,Invoice Retrieval,Invoice Retrieval
where can i take a quick look at the invoices?,where can i take a quick look at the invoices?,24,Invoice Retrieval,Invoice Retrieval
where can i track an order?,where can i track an order?,2,Order Tracking,Order Tracking
where can i track the refund?,where can i track the refund?,15,Refunds Related Help,Refunds Related Help
where cani list your accepted payment options?,where can i list your accepted payment options?,7,Accepted Payment Methods,Accepted Payment Methods
where could i buy several of your item?,where could i buy several of your item?,21,Buying Assistance,Buying Assistance
where could i buy some items?,where could i buy some items?,21,Buying Assistance,Buying Assistance
where could i buy some of your item?,where could i buy some of your item?,21,Buying Assistance,Buying Assistance
where could i cancel an order i made?,where could i cancel an order i made?,6,Order Cancellation,Order Cancellation
where could i cancel the company newsletter subscription?,where could i cancel the company newsletter subscription?,18,Newsletter Management,Newsletter Management
where could i cancel the last order?,where could i cancel the last order?,6,Order Cancellation,Order Cancellation
where could i cancel the order i made?,where could i cancel the order i made?,6,Order Cancellation,Order Cancellation
where could i change my shipping address?,where could i change my shipping address?,0,Change Delivery Address,Change Delivery Address
where could i change the shipping address?,where could i change the shipping address?,0,Change Delivery Address,Change Delivery Address
where could i check how long the delivery takes?,where could i check how long the delivery takes?,22,Delivery Time Inquiry,Delivery Time Inquiry
where could i check how soon can i expect the delivery?,where could i check how soon can i expect the delivery?,22,Delivery Time Inquiry,Delivery Time Inquiry
where could i check how soon can i expect the item?,where could i check how soon can i expect the item?,22,Delivery Time Inquiry,Delivery Time Inquiry
where could i check if there is any updates on my refund?,where could i check if there is any updates on my refund?,15,Refunds Related Help,Refunds Related Help
where could i check if there is anything new on my refund?,where could i check if there is anything new on my refund?,15,Refunds Related Help,Refunds Related Help
where could i check my invoice?,where could i check my invoice?,24,Invoice Retrieval,Invoice Retrieval
where could i check my invoices?,where could i check my invoices?,24,Invoice Retrieval,Invoice Retrieval
where could i check my order eta?,where could i check my order eta?,2,Order Tracking,Order Tracking
where could i check the cancellation fee?,where could i check the cancellation fee?,13,Cancellation Fees,Cancellation Fees
where could i check the cancellation fees?,where could i check the cancellation fees?,13,Cancellation Fees,Cancellation Fees
where could i check the invoice from five purchases ago?,where could i check the invoice from five purchases ago?,11,Invoice Retrieval,Invoice Retrieval
where could i check the invoice from last month?,where could i check the invoice from last month?,11,Invoice Retrieval,Invoice Retrieval
where could i check the invoice from my last purchase?,where could i check the invoice from my last purchase?,11,Invoice Retrieval,Invoice Retrieval
where could i check the status of my order?,where could i check the status of my order?,2,Order Tracking,Order Tracking
where could i check the status of the refund?,where could i check the status of the refund?,15,Refunds Related Help,Refunds Related Help
where could i check what delivery options i can choose?,where could i check what delivery options i can choose?,4,Checking Delivery Options,Checking Delivery Options
where could i check what delivery options you offer?,where could i check what delivery options you offer?,4,Checking Delivery Options,Checking Delivery Options
where could i check what options for delivery are available?,where could i check what options for delivery are available?,4,Checking Delivery Options,Checking Delivery Options
where could i check what options for delivery i can choose?,where could i check what options for delivery i can choose?,4,Checking Delivery Options,Checking Delivery Options
where could i check what payment methods you accept?,where could i check what payment methods you accept?,7,Accepted Payment Methods,Accepted Payment Methods
where could i check when my delivery is going to arrive?,where could i check when my delivery is going to arrive?,22,Delivery Time Inquiry,Delivery Time Inquiry
where could i check when will my item arrive?,where could i check when will my item arrive?,22,Delivery Time Inquiry,Delivery Time Inquiry
where could i check your allowed payment methods?,where could i check your allowed payment methods?,7,Accepted Payment Methods,Accepted Payment Methods
where could i check your refund policy?,where could i check your refund policy?,15,Refunds Related Help,Refunds Related Help
where could i file a complaint?,where could i file a complaint?,20,Customer - Claim/Complaint,Customer - Claim/Complaint
where could i file a reclamation,where could i file a reclamation,20,Customer - Claim/Complaint,Customer - Claim/Complaint
where could i find information about a Password Recovery?,where could i find information about a Password Recovery?,3,Password Recovery,Password Recovery
where could i find information about a password recovery?,where could i find information about a password recovery?,16,Password Recovery,Password Recovery
where could i find information about delivery period?,where could i find information about delivery period?,22,Delivery Time Inquiry,Delivery Time Inquiry
where could i find information about delivery periods?,where could i find information about delivery periods?,22,Delivery Time Inquiry,Delivery Time Inquiry
where could i find information about Password Recoverys?,where could i find information about Password Recoverys?,3,Password Recovery,Password Recovery
where could i find information about the delivery options?,where could i find information about the delivery options?,4,Checking Delivery Options,Checking Delivery Options
where could i find information about the delivery period?,where could i find information about the delivery period?,22,Delivery Time Inquiry,Delivery Time Inquiry
where could i find information about the delivery periods?,where could i find information about the delivery periods?,22,Delivery Time Inquiry,Delivery Time Inquiry
where could i find the invoices from three months ago?,where could i find the invoices from three months ago?,11,Invoice Retrieval,Invoice Retrieval
where could i get a refund of money?,where could i get a refund of money?,1,Refunds Related Help,Refunds Related Help
where could i get a refund?,where could i get a refund?,1,Refunds Related Help,Refunds Related Help
where could i get information about a Password Recovery?,where could i get information about a Password Recovery?,3,Password Recovery,Password Recovery
where could i get information about a password recovery?,where could i get information about a password recovery?,16,Password Recovery,Password Recovery
where could i get information about a user account deletion?,where could i get information about a user account deletion?,5,Account Termination Requests,Account Termination Requests
where could i get information about cancelling an order?,where could i get information about cancelling an order?,6,Order Cancellation,Order Cancellation
where could i get information about order cancellations?,where could i get information about order cancellations?,6,Order Cancellation,Order Cancellation
where could i get information about the delivery period?,where could i get information about the delivery period?,22,Delivery Time Inquiry,Delivery Time Inquiry
where could i get information about user account deletions?,where could i get information about user account deletions?,5,Account Termination Requests,Account Termination Requests
where could i get my invoices?,where could i get my invoices?,24,Invoice Retrieval,Invoice Retrieval
where could i get my money back?,where could i get my money back?,1,Refunds Related Help,Refunds Related Help
where could i get refunds of money?,where could i get refunds of money?,1,Refunds Related Help,Refunds Related Help
where could i get refunds?,where could i get refunds?,1,Refunds Related Help,Refunds Related Help
where could i get the invoices from 6 purchases ago?,where could i get the invoices from 6 purchases ago?,11,Invoice Retrieval,Invoice Retrieval
where could i get the invoices from my last purchase?,where could i get the invoices from my last purchase?,11,Invoice Retrieval,Invoice Retrieval
